0	0	7523
0	1	2926
0	1	2551
0	1	3913
0	1	6226
0	1	5021
0	1	3077
0	1	1524
0	1	6880
0	1	4553
0	1	7289
0	1	7743
0	1	3273
0	1	395
0	1	3637
0	1	7106
0	1	4445
0	1	3753
0	1	7341
0	1	1435
0	2	1627
1	1	395
1	2	2690
2	1	6880
2	2	2899
3	0	4420
3	1	2926
3	1	1524
3	1	4553
3	1	3637
3	1	7720
3	1	4445
3	1	3753
3	1	5206
3	1	3273
3	1	395
3	1	2551
3	1	791
3	1	3077
3	1	7289
3	1	7743
3	1	6226
3	1	3913
3	1	5021
3	1	6880
3	1	7341
3	1	1435
3	2	1590
4	1	6880
4	2	6768
5	1	6880
5	2	3046
6	1	6880
6	2	2852
7	1	2926
7	2	1206
8	1	2926
8	2	7351
9	1	6880
9	2	4312
10	1	2926
10	2	179
11	0	2144
11	1	2926
11	1	1524
11	1	4553
11	1	3637
11	1	7720
11	1	4445
11	1	3753
11	1	5206
11	1	3273
11	1	395
11	1	2551
11	1	791
11	1	3077
11	1	7743
11	1	6226
11	1	3913
11	1	5021
11	1	6880
11	1	7341
11	1	1435
11	2	3351
12	0	2144
12	1	791
12	1	3913
12	1	5021
12	1	3077
12	1	6880
12	1	4553
12	1	3273
12	2	5370
13	0	2144
13	1	3913
13	1	5021
13	1	6880
13	1	3273
13	1	395
13	1	3753
13	2	7609
14	0	2290
14	1	791
14	1	2926
14	1	3913
14	1	3453
14	1	3077
14	1	6880
14	1	4553
14	1	7743
14	1	3273
14	1	3637
14	1	2551
14	1	1435
14	2	2150
15	1	6880
15	2	2820
16	0	2290
16	1	2926
16	1	1524
16	1	4553
16	1	7106
16	1	3637
16	1	4445
16	1	3753
16	1	3453
16	1	5206
16	1	3273
16	1	2551
16	1	791
16	1	3077
16	1	7289
16	1	7743
16	1	6226
16	1	3913
16	1	5021
16	1	6880
16	1	7341
16	1	1435
16	2	7911
17	1	6880
17	2	3364
18	0	2290
18	1	2926
18	1	2551
18	1	3913
18	1	5206
18	1	5021
18	1	3077
18	1	6880
18	1	4553
18	1	7341
18	1	7743
18	1	3273
18	1	3637
18	1	7720
18	1	4445
18	1	3753
18	1	1435
18	2	1707
19	1	6880
19	2	7174
20	1	6880
20	2	2982
21	1	5021
21	2	1755
22	0	3612
22	1	2926
22	1	3913
22	1	6226
22	1	5206
22	1	5021
22	1	3077
22	1	1524
22	1	6880
22	1	4553
22	1	7289
22	1	7743
22	1	3273
22	1	395
22	1	3637
22	1	7341
22	1	4445
22	1	3753
22	1	1435
22	2	5865
23	1	2926
23	1	3913
23	1	6880
23	1	4553
23	1	7341
23	1	3273
23	1	7106
23	1	2551
23	2	5913
24	0	4420
24	1	2926
24	1	2551
24	1	3913
24	1	6226
24	1	5021
24	1	3077
24	1	1524
24	1	6880
24	1	4553
24	1	7341
24	1	7743
24	1	3273
24	1	6664
24	1	3637
24	1	395
24	1	4445
24	1	3753
24	1	1435
24	2	4098
25	1	6880
25	2	5399
26	0	2357
26	1	791
26	1	2926
26	1	3913
26	1	6226
26	1	5206
26	1	5021
26	1	3077
26	1	1524
26	1	6880
26	1	4553
26	1	7341
26	1	7743
26	1	3273
26	1	395
26	1	3637
26	1	7720
26	1	4445
26	1	3753
26	1	1435
26	2	7759
27	0	2357
27	1	2926
27	1	1524
27	1	4553
27	1	7106
27	1	3637
27	1	7720
27	1	4445
27	1	3753
27	1	5206
27	1	3273
27	1	395
27	1	2551
27	1	791
27	1	7867
27	1	3077
27	1	7289
27	1	7743
27	1	6226
27	1	3913
27	1	5021
27	1	6880
27	1	7341
27	1	1435
27	2	2589
28	0	2357
28	1	3913
28	1	5021
28	1	3077
28	1	6880
28	1	4553
28	1	7743
28	1	3273
28	1	3637
28	1	1435
28	2	337
29	0	2357
29	1	3913
29	1	5021
29	1	3077
29	1	6880
29	1	4553
29	1	7341
29	1	7743
29	1	3273
29	1	395
29	1	3637
29	1	4445
29	1	3753
29	1	1435
29	2	1986
30	1	6880
30	2	5476
31	1	7341
31	2	3043
32	1	791
32	2	5861
33	1	6880
33	2	3234
34	1	3913
34	1	5206
34	1	5021
34	1	3077
34	1	1524
34	1	6880
34	1	4553
34	1	7743
34	1	3273
34	1	395
34	1	3637
34	1	4445
34	2	5863
35	1	6880
35	2	314
36	1	2926
36	1	2551
36	1	3913
36	1	5021
36	1	3077
36	1	1524
36	1	6880
36	1	4553
36	1	7743
36	1	3273
36	1	395
36	1	3637
36	1	4445
36	1	3753
36	1	1435
36	2	3016
37	0	3875
37	1	2926
37	1	3913
37	1	5021
37	1	3077
37	1	1524
37	1	6880
37	1	4553
37	1	7341
37	1	7743
37	1	3273
37	1	395
37	1	4445
37	1	3753
37	2	7575
38	1	6880
38	2	168
39	0	1005
39	1	3913
39	1	5021
39	1	3077
39	1	6880
39	1	4553
39	1	7341
39	1	7743
39	1	3273
39	1	395
39	1	3637
39	1	4445
39	1	3753
39	1	1435
39	2	5464
40	1	6226
40	2	2506
41	0	4349
41	1	791
41	1	2926
41	1	3913
41	1	6226
41	1	5021
41	1	3077
41	1	1524
41	1	6880
41	1	4553
41	1	7341
41	1	3273
41	1	395
41	1	3637
41	1	4445
41	1	2551
41	1	1435
41	2	6774
42	0	4349
42	1	2926
42	1	1524
42	1	4553
42	1	7106
42	1	3637
42	1	4445
42	1	3753
