0	2	215
1	2	3188
2	0	1338
2	1	2863
3	0	1338
3	1	1120
4	2	3020
5	2	1246
6	2	967
7	2	3440
8	2	1702
9	0	664
9	1	2863
10	2	3310
11	2	2266
12	2	2762
13	2	474
14	2	3127
15	2	2090
16	0	1338
16	1	3095
17	0	1338
17	1	297
18	2	1263
19	0	673
19	1	297
20	2	1344
21	0	3042
21	1	2854
22	2	591
23	2	445
24	2	2725
25	2	802
26	2	1103
27	2	1783
28	2	2602
29	2	1505
30	2	2528
31	0	1338
31	1	1263
32	0	673
32	1	3095
33	2	947
34	2	828
35	2	781
36	0	664
36	1	3095
37	2	2810
38	0	1896
38	1	1650
39	0	1896
39	1	2854
40	2	588
41	2	2698
42	2	2852
43	2	2989
44	0	3364
44	1	1120
45	0	673
45	1	1344
46	2	1049
47	0	2161
47	1	1120
48	0	2093
48	1	2863
49	2	1981
50	2	3119
51	2	3492
52	0	2161
52	1	2863
53	2	1189
54	2	2160
55	0	1338
55	1	3221
56	0	701
56	1	1120
57	2	950
58	2	1535
59	2	2289
60	0	1338
60	1	3440
61	0	664
61	1	2035
62	2	1342
63	2	1861
64	0	673
64	1	2627
65	0	2115
65	1	1263
66	2	3146
67	2	3209
68	0	673
68	1	2331
69	2	1799
70	2	1566
71	2	2019
72	2	1054
73	2	684
74	0	673
74	1	1505
75	2	686
76	0	1273
76	1	2863
77	2	453
78	0	1338
78	1	3207
79	0	2161
79	1	2331
80	2	1789
81	0	244
81	1	1505
82	0	2115
82	1	377
83	0	2359
83	1	2090
84	2	1491
85	0	2381
85	1	2331
86	0	2115
86	1	1344
87	0	1620
87	1	1702
88	2	3271
89	0	664
89	1	1002
90	0	414
90	1	2863
91	0	2381
91	1	1277
92	0	1338
92	1	2960
93	0	673
93	1	2960
94	2	2726
95	2	3266
96	2	2171
97	2	2199
98	2	33
99	0	1338
99	1	42
100	0	2381
100	1	1263
101	0	673
101	1	1277
102	0	977
102	1	1120
103	0	2161
103	1	2627
104	2	3174
105	0	136
105	1	1868
106	0	3364
106	1	2863
107	0	1338
107	1	2810
108	0	1641
108	1	1344
109	0	2161
109	1	215
110	0	2111
110	1	3095
111	2	2601
112	0	664
112	1	2854
113	2	1464
114	2	2622
115	2	2596
116	2	2075
117	0	965
